,Dist. STATE,Account ID,City,OnOff Premises,Classes of Trade,Siempre Plata,Siempre Reposado,Siempre Anejo,Siempre Supremo,Siempre Rebel Cask,Siempre Exclusivo Vivo,Total Cases,Did Buys,# Purchases,# Months Purchased,Rate of Sale: Units / Month,Ave Unit Price,Cluster
2386,CT,28659,PROSPECT,ON,RESTAURANT,0.333334,0.0,0.0,0.0,0.0,0.0,0.333334,1,2,2,0.027777833,185.9396281,0.0
2387,CT,31547,MIDDLETOWN,OFF,LIQUOR/PACKAGE STORE,0.333334,0.0,0.0,0.0,0.0,0.0,0.333334,1,2,2,0.027777833,185.9396281,0.0
2388,CT,22521,NAUGATUCK,OFF,LIQUOR/PACKAGE STORE,0.333334,0.166667,0.0,0.0,0.0,0.0,0.500001,1,3,3,0.04166675,187.9396241,0.0
2389,CT,37923,NORWALK,OFF,LIQUOR/PACKAGE STORE,0.333334,0.166667,0.333334,0.0,0.0,0.0,0.833335,1,3,3,0.069444583,225.5395489,0.0
2390,CT,55120,NORWALK,ON,RESTAURANT,0.333334,0.166667,0.166667,0.0,0.0,0.0,0.666668,1,2,2,0.055555667,214.4395711,1.0
2391,CT,17031,WALLINGFORD,OFF,LIQUOR/PACKAGE STORE,0.333334,0.500001,0.333333,0.0,0.0,0.0,1.166668,1,5,4,0.097222333,221.0826045,0.0
2392,CT,99305,SOUTH GLASTONBURY,OFF,LIQUOR/PACKAGE STORE,0.333334,0.166667,0.500001,0.0,0.0,0.0,1.000002,1,6,4,0.0833335,234.9395301,1.0
2393,CT,88145,TRUMBULL,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.166667,0.166667,0.166667,0.0,1.166667,1,3,3,0.09722225,249.3685002,0.0
2394,CT,77230,WEST HAVEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.833333,0.0,0.0,0.0,0.0,1.166666,1,2,2,0.097222167,198.7972565,0.0
2395,CT,13553,BERLIN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,197.9401979,0.0
2396,CT,90825,RIDGEFIELD,ON,RESTAURANT,0.333333,0.333333,0.0,0.0,0.0,0.0,0.666666,1,1,1,0.0555555,188.9401889,0.0
2397,CT,19355,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.166667,0.0,0.0,0.0,0.5,1,1,1,0.041666667,217.94,0.0
2398,CT,69979,HARTFORD,ON,RESTAURANT,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,0.0
2399,CT,35450,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.5,0.0,0.0,0.0,0.0,0.833333,1,2,2,0.069444417,191.9400768,0.0
2400,CT,52081,MILFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,0.0
2401,CT,32587,PLAINVILLE,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.0,0.0,0.0,0.0,0.666666,1,2,2,0.0555555,188.9401889,0.0
2402,CT,92100,HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.0,0.0,0.0,0.0,0.666666,1,2,2,0.0555555,194.9401949,0.0
2403,CT,47266,EAST HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.166667,0.0,0.0,0.0,0.833333,1,1,1,0.069444417,205.1400821,0.0
2404,CT,73776,BRANFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,1.0
2405,CT,19948,EAST HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,0.0
2406,CT,52290,NEW LONDON,OFF,LIQUOR/PACKAGE STORE,0.333333,0.166667,0.0,0.0,0.0,0.0,0.5,1,1,1,0.041666667,191.94,0.0
2407,CT,84379,WEST HAVEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,0.0
2408,CT,33556,MILFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,0.0
2409,CT,42437,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.5,0.0,0.0,0.0,0.0,0.833333,1,1,1,0.069444417,196.7400787,0.0
2410,CT,36926,HAMDEN,ON,RESTAURANT,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.666667,1,2,2,0.055555583,214.4398928,0.0
2411,CT,88890,GROTON,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,0.0
2412,CT,50019,NORWALK,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,0.0
2413,CT,84786,BETHEL,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.0,0.0,0.0,0.0,0.666666,1,1,1,0.0555555,194.9401949,0.0
2414,CT,42250,STAMFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,1.0
2415,CT,99897,NORWICH,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,197.9401979,0.0
2416,CT,28428,MERIDEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.0,0.0,0.0,0.0,0.666666,1,1,1,0.0555555,188.9401889,0.0
2417,CT,11767,NEWINGTON,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,0.0
2418,CT,84570,WOLCOTT,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.0,0.0,0.0,0.0,0.666666,1,1,1,0.0555555,188.9401889,1.0
2419,CT,58649,BRISTOL,OFF,LIQUOR/PACKAGE STORE,0.333333,2.0,2.0,0.0,0.0,0.0,4.333333,1,3,2,0.361111083,234.8814642,0.0
2420,CT,54463,WILTON,ON,RESTAURANT,0.333333,0.333333,0.0,0.0,0.0,0.0,0.666666,1,1,1,0.0555555,194.9401949,0.0
2421,CT,31014,WATERBURY,OFF,LIQUOR/PACKAGE STORE,0.333333,0.0,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,185.9401859,1.0
2422,CT,85203,OXFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.166667,0.0,0.0,0.0,0.0,0.5,1,2,2,0.041666667,191.94,1.0
2423,CT,79691,NEW MILFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.166667,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,227.9395441,1.0
2424,CT,76206,WALLINGFORD,ON,BAR/TAVERN,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,0.0
2425,CT,56955,BOLTON,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,197.9396041,0.0
2426,CT,85043,BRIDGEPORT,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.166667,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,227.9395441,1.0
2427,CT,54096,BRANFORD,ON,RESTAURANT,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,2,1,0.027777833,194.9396101,1.0
2428,CT,14654,EAST WINDSOR,ON,RESTAURANT,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,0.0
2429,CT,74356,DANBURY,ON,RESTAURANT,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,1.0
2430,CT,69047,SIMSBURY,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,0.0
2431,CT,12829,EAST HADDAM,OFF,LIQUOR/PACKAGE STORE,0.166667,0.333334,0.166667,0.0,0.0,0.0,0.666668,1,2,2,0.055555667,212.9395741,0.0
2432,CT,56438,CHESHIRE,ON,RESTAURANT,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,1.0
2433,CT,33577,STAMFORD,ON,RESTAURANT,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,2,2,0.027777833,206.9395861,1.0
2434,CT,69150,ENFIELD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,1.0
2435,CT,78645,REDDING,ON,RESTAURANT,0.166667,0.666667,0.500001,0.0,0.0,0.0,1.333335,1,4,3,0.11111125,232.4397095,1.0
2436,CT,61356,RIDGEFIELD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.500001,1,1,1,0.04166675,223.9395521,0.0
2437,CT,11145,ANSONIA,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,188.9396221,1.0
2438,CT,28539,ROCKY HILL,ON,RESTAURANT,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,188.9396221,0.0
2439,CT,85057,STRATFORD,ON,RECREATION/ ENTERTAINMENT,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.833335,1,1,1,0.069444583,0.0,1.0
2440,CT,70400,SHELTON,ON,BAR/TAVERN,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,197.9396041,0.0
2441,CT,40680,NORWALK,ON,RESTAURANT,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.500001,1,1,1,0.04166675,223.9395521,0.0
2442,CT,60048,HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,197.9396041,1.0
2443,CT,54901,MILFORD,ON,RESTAURANT,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,2,1,0.027777833,194.9396101,1.0
2444,CT,78317,WALLINGFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,206.9395861,1.0
2445,CT,87176,PAWCATUCK,ON,RESTAURANT,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,197.9396041,0.0
2446,CT,17077,NEW MILFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,197.9396041,2.0
2447,CT,94497,HAMDEN,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,2,2,0.027777833,194.9396101,1.0
2448,CT,85425,MADISON,ON,RESTAURANT,0.166667,1.0,0.166667,0.0,0.0,0.333333,1.666667,1,4,3,0.138888917,284.3399431,1.0
2449,CT,55749,STORRS MANSFIELD,ON,RESTAURANT,0.166667,0.0,0.166667,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,227.9395441,0.0
2450,CT,18086,NEW HAVEN,ON,RESTAURANT,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,1.0
2451,CT,63386,GROTON,OFF,LIQUOR/PACKAGE STORE,0.166667,0.333334,0.0,0.0,0.0,0.0,0.500001,1,3,3,0.04166675,193.9396121,1.0
2452,CT,16864,COLCHESTER,ON,RESTAURANT,0.166667,2.666668,2.333335,0.0,0.0,0.0,5.16667,1,15,10,0.430555833,236.6495247,1.0
2453,CT,88650,NORTH HAVEN,ON,BAR/TAVERN,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,194.9396101,1.0
2454,CT,30357,GLASTONBURY,ON,BAR/TAVERN,0.166667,0.0,0.166667,0.0,0.0,0.166667,0.500001,1,1,1,0.04166675,333.9393321,1.0
2455,CT,69595,GLASTONBURY,OFF,LIQUOR/PACKAGE STORE,0.166667,0.500001,0.0,0.0,0.0,0.0,0.666668,1,3,3,0.055555667,205.4395891,0.0
2456,CT,46651,NEWINGTON,ON,BAR/TAVERN,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,0.0
2457,CT,27777,BRIDGEWATER,ON,RESTAURANT,0.166667,0.333333,0.0,0.0,0.0,0.0,0.5,1,2,2,0.041666667,205.94,1.0
2458,CT,86147,STAMFORD,ON,RESTAURANT,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,194.9396101,0.0
2459,CT,40781,WILLIMANTIC,ON,RESTAURANT,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,194.9396101,1.0
2460,CT,76448,DEEP RIVER,ON,BAR/TAVERN,0.166667,0.0,0.166667,0.0,0.0,0.0,0.333334,1,2,2,0.027777833,239.9395201,1.0
2461,CT,72946,WALLINGFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,0.0
2462,CT,58550,TORRINGTON,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,0.0
2463,CT,89795,GUILFORD,ON,RESTAURANT,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,1.0
2464,CT,40707,ASHFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,197.9396041,1.0
2465,CT,47302,EAST HAVEN,ON,BAR/TAVERN,0.166667,0.5,0.0,0.0,0.0,0.0,0.666667,1,2,2,0.055555583,196.4399018,1.0
2466,CT,18969,NORWALK,ON,RESTAURANT,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,1.0
2467,CT,47006,OLD SAYBROOK,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.666668,1,1,1,0.055555667,245.9395081,0.0
2468,CT,39150,OLD SAYBROOK,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,1.0
2469,CT,54309,NEW MILFORD,ON,RESTAURANT,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,194.9396101,1.0
2470,CT,34680,COLCHESTER,ON,RESTAURANT,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.500001,1,1,1,0.04166675,223.9395521,1.0
2471,CT,19082,NORTH HAVEN,ON,BAR/TAVERN,0.166667,0.333334,0.166667,0.0,0.0,0.0,0.666668,1,2,1,0.055555667,218.9395621,0.0
2472,CT,18545,OLD SAYBROOK,ON,RESTAURANT,0.166667,1.000001,0.0,0.0,0.0,0.0,1.166668,1,6,4,0.097222333,199.6540575,0.0
2473,CT,60429,NORTH HAVEN,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.500001,1,1,1,0.04166675,223.9395521,0.0
2474,CT,21710,BLOOMFIELD,ON,RESTAURANT,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,188.9396221,0.0
2475,CT,45789,WESTPORT,ON,BAR/TAVERN,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.500001,1,1,1,0.04166675,223.9395521,1.0
2476,CT,74892,NEW HAVEN,ON,RESTAURANT,0.166667,4.0,0.166667,0.0,0.0,0.0,4.333334,1,3,3,0.361111167,197.4968927,0.0
2477,CT,57565,ANSONIA,OFF,LIQUOR/PACKAGE STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,0.0
2478,CT,79724,NORWICH,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.0,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,188.9396221,1.0
2479,CT,74022,BRISTOL,OFF,SMALL GROCERY STORE,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,185.9396281,1.0
2480,CT,55030,NEW LONDON,OFF,LIQUOR/PACKAGE STORE,0.0,0.166667,0.166667,0.0,0.0,0.0,0.333334,1,1,1,0.027777833,236.9395261,1.0
2481,CT,18319,BERLIN,ON,RECREATION/ ENTERTAINMENT,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,203.9402039,1.0
2482,CT,66605,BURLINGTON,OFF,LIQUOR/PACKAGE STORE,0.0,1.499999,0.0,0.0,0.0,0.0,1.499999,1,5,5,0.124999917,201.2734675,0.0
2483,CT,63706,MADISON,OFF,LIQUOR/PACKAGE STORE,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,215.9395681,0.0
2484,CT,37303,EAST LYME,ON,RESTAURANT,0.0,0.0,0.0,0.166667,0.0,0.166667,0.333334,1,2,2,0.027777833,443.9391121,1.0
2485,CT,69617,PORTLAND,ON,BAR/TAVERN,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,257.9394841,1.0
2486,CT,39312,MYSTIC,ON,CONCESSIONAIRE,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,203.9395921,1.0
2487,CT,96586,EAST HARTLAND,ON,RESTAURANT,0.0,0.0,0.166667,0.0,0.0,0.166667,0.333334,1,1,1,0.027777833,407.9391841,0.0
2488,CT,89311,HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1,1,1,0.041666667,257.94,0.0
2489,CT,46727,REDDING,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,269.9394601,1.0
2490,CT,75989,BROOKFIELD,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,203.9395921,0.0
2491,CT,60296,UNIONVILLE,ON,RESTAURANT,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,281.9394361,1.0
2492,CT,24056,BRANFORD,ON,RESTAURANT,0.0,0.500001,0.0,0.0,0.0,0.0,0.500001,1,3,3,0.04166675,211.9395761,1.0
2493,CT,25042,GREENWICH,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,0.083333333,545.94,1.0
2494,CT,90891,WEST HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,1.0
2495,CT,86524,GROTON,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,215.9395681,0.0
2496,CT,13552,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,1,1,1,0.013888917,545.9389081,1.0
2497,CT,73486,REDDING,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,203.9395921,1.0
2498,CT,79907,EAST HAMPTON,ON,RESTAURANT,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1,2,2,0.041666667,273.94,1.0
2499,CT,60008,NEW MILFORD,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,203.9395921,1.0
2500,CT,58926,MYSTIC,ON,RESTAURANT,0.0,0.0,1.833336,0.0,0.0,0.0,1.833336,1,10,6,0.152778,268.8486999,1.0
2501,CT,92502,FAIRFIELD,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.0,0.0,0.0,0.333333,0.333333,1,2,2,0.02777775,545.9405459,0.0
2502,CT,28136,NEW HAVEN,ON,BAR/TAVERN,0.0,2.999999,0.0,0.0,0.0,0.0,2.999999,1,4,3,0.249999917,195.6200652,0.0
2503,CT,30179,BERLIN,ON,BAR/TAVERN,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,203.9395921,1.0
2504,CT,29197,MANCHESTER,ON,RESTAURANT,0.0,0.333334,0.500001,0.0,0.0,0.0,0.833335,1,3,2,0.069444583,245.9395081,0.0
2505,CT,46626,WILLIMANTIC,ON,RESTAURANT,0.0,0.0,0.666668,0.0,0.0,0.0,0.666668,1,4,4,0.055555667,278.9394421,0.0
2506,CT,24227,NEW HAVEN,ON,HOTEL/ MOTEL,0.0,1.666666,0.0,0.0,0.0,0.0,1.666666,1,4,4,0.138888833,205.1400821,2.0
2507,CT,66460,STAMFORD,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,4.666666,0.0,0.0,0.166667,4.833333,1,5,4,0.40277775,279.88744,1.0
2508,CT,49666,WEST SUFFIELD,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,257.9402579,0.0
2509,CT,24469,DERBY,ON,BAR/TAVERN,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,215.9395681,1.0
2510,CT,14030,HEBRON,OFF,LIQUOR/PACKAGE STORE,0.0,0.666666,0.0,0.0,0.0,0.0,0.666666,1,2,2,0.0555555,197.9401979,1.0
2511,CT,75088,GREENWICH,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,1,1,1,0.02777775,341.9403419,0.0
2512,CT,63675,OLD SAYBROOK,ON,RESTAURANT,0.0,3.499998,0.333334,0.0,0.0,0.0,3.833332,1,12,8,0.319444333,215.9400751,0.0
2513,CT,95857,NEW BRITAIN,OFF,LIQUOR/PACKAGE STORE,0.0,-0.166667,0.0,0.0,0.0,-0.166667,-0.333334,0,0,0,-1.0,-374.9392501,0.0
2514,CT,11690,STAMFORD,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,1,1,1,0.013888917,545.9389081,0.0
2515,CT,79469,WEST HAVEN,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,191.9396161,1.0
2516,CT,48128,MIDDLETOWN,ON,BAR/TAVERN,0.0,1.000001,0.0,0.0,0.0,0.0,1.000001,1,5,5,0.083333417,211.9397881,1.0
2517,CT,87515,GROTON,OFF,LIQUOR/PACKAGE STORE,0.0,0.833334,0.0,0.0,0.0,0.0,0.833334,1,4,3,0.0694445,201.5398388,0.0
2518,CT,54562,TORRINGTON,OFF,LIQUOR/PACKAGE STORE,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,215.9395681,1.0
2519,CT,66780,WINSTED,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1,1,1,0.041666667,257.94,1.0
2520,CT,88491,ENFIELD,OFF,LIQUOR/PACKAGE STORE,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1,1,1,0.041666667,215.94,1.0
2521,CT,57397,EAST HARTFORD,ON,RESTAURANT,0.0,0.0,1.166667,0.0,0.0,0.0,1.166667,1,3,2,0.09722225,271.6542081,0.0
2522,CT,24932,WILTON,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,203.9395921,0.0
2523,CT,65088,CHESHIRE,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.833334,0.0,0.0,0.0,0.833334,1,4,3,0.0694445,257.9397936,0.0
2524,CT,18077,NEW HAVEN,ON,BAR/TAVERN,0.0,0.333333,0.0,0.333333,0.0,0.0,0.666666,1,1,1,0.0555555,272.9402729,0.0
2525,CT,55434,NEW HAVEN,ON,RESTAURANT,0.0,0.0,0.833335,0.0,0.0,0.0,0.833335,1,5,4,0.069444583,272.3394553,0.0
2526,CT,48859,HARTFORD,ON,CONCESSIONAIRE,0.0,0.166667,0.5,0.0,0.0,0.0,0.666667,1,2,2,0.055555583,262.4398688,1.0
2527,CT,75551,TORRINGTON,OFF,LIQUOR/PACKAGE STORE,0.0,1.166667,0.0,0.0,0.0,0.0,1.166667,1,4,4,0.09722225,203.9399417,1.0
2528,CT,83785,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1,1,1,0.041666667,203.94,0.0
2529,CT,62294,EAST HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.166667,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,257.9394841,0.0
2530,CT,90278,SHELTON,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1,1,1,0.041666667,257.94,1.0
2531,CT,92173,STAMFORD,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1,1,1,0.041666667,365.94,1.0
2532,CT,74981,FAIRFIELD,ON,RESTAURANT,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,1,1,1,0.02777775,365.9403659,0.0
2533,CT,10329,WALLINGFORD,ON,RESTAURANT,0.0,0.833335,0.0,0.0,0.0,0.0,0.833335,1,5,5,0.069444583,201.5395969,1.0
2534,CT,94902,WESTPORT,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,1.833334,0.0,0.0,0.0,1.833334,1,8,5,0.152777833,271.0308105,0.0
2535,CT,45991,GROTON,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,257.9402579,0.0
2536,CT,37340,HARTFORD,ON,BAR/TAVERN,0.0,0.166667,0.666668,0.0,0.0,0.0,0.833335,1,4,4,0.069444583,261.5394769,0.0
2537,CT,44113,BRIDGEPORT,ON,BAR/TAVERN,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1,1,1,0.166666667,191.46,1.0
2538,CT,70166,MONROE,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.333334,0.0,0.0,0.0,0.333334,1,2,2,0.027777833,281.9394361,1.0
2539,CT,55909,PLAINVILLE,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,191.9396161,1.0
2540,CT,43824,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,191.9401919,0.0
2541,CT,35958,BARKHAMSTED,OFF,LIQUOR/PACKAGE STORE,0.0,0.0,0.333334,0.0,0.0,0.0,0.333334,1,2,2,0.027777833,269.9394601,1.0
2542,CT,65778,FAIRFIELD,OFF,LIQUOR/PACKAGE STORE,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,191.9401919,0.0
2543,CT,69628,HARTFORD,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,191.9396161,1.0
2544,CT,36909,WEST HARTFORD,ON,RESTAURANT,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,191.9396161,0.0
2545,CT,39156,WEST HAVEN,ON,BAR/TAVERN,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1,1,1,0.013888917,191.9396161,1.0
2546,CT,70418,EAST HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,1,1,1,0.02777775,203.9402039,1.0
