Dist. STATE,Account ID,City,OnOff Premises,Classes of Trade,Siempre Plata,Siempre Reposado,Siempre Anejo,Siempre Supremo,Siempre Rebel Cask,Siempre Exclusivo Vivo,Total Cases,Did Buys,# Purchases,# Months Purchased,Rate of Sale: Units / Month,Ave Unit Price
CT,80618,GLASTONBURY,OFF,LIQUOR/PACKAGE STORE,0.666667,0,0,0,0.166667,0,0.833334,1,4,4,0.0694445,221.9398224
CT,92925,NAUGATUCK,OFF,LIQUOR/PACKAGE STORE,0.666666,0,0,0,0,0,0.666666,1,2,2,0.0555555,185.9401859
CT,65344,NORWALK,OFF,LIQUOR/PACKAGE STORE,0.666666,0.166667,0,0,0,0,0.833333,1,3,3,0.069444417,189.5400758
CT,77391,TORRINGTON,ON,RESTAURANT,0.666666,0,0,0,0,0,0.666666,1,2,2,0.0555555,185.9401859
CT,50343,CANTON,OFF,LIQUOR/PACKAGE STORE,0.666666,0.666666,0.5,0,0.166667,0,1.999999,1,4,3,0.166666583,234.9401175
CT,10860,TORRINGTON,OFF,LIQUOR/PACKAGE STORE,0.666666,0,0,0,0,0,0.666666,1,2,2,0.0555555,191.9401919
CT,72583,WEST HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.666666,0,0,0,0,0,0.666666,1,2,2,0.0555555,185.9401859
CT,97991,REDDING,OFF,LIQUOR/PACKAGE STORE,0.500001,0,0.166667,0,0.166667,0,0.833335,1,4,4,0.069444583,241.1395177
CT,37817,NEW CANAAN,OFF,LIQUOR/PACKAGE STORE,0.500001,0,0,0,0,0,0.500001,1,3,2,0.04166675,185.9396281
CT,64894,WEST HARTFORD,ON,RESTAURANT,0.500001,0,0,0,0,0,0.500001,1,2,2,0.04166675,185.9396281
CT,50817,WOLCOTT,OFF,LIQUOR/PACKAGE STORE,0.500001,0.666666,0,0,0,0,1.166667,1,4,4,0.09722225,191.0828025
CT,13040,STAMFORD,ON,RESTAURANT,0.500001,0.666668,0.500001,0,0,0,1.66667,1,5,5,0.138889167,218.3395633
CT,65862,BRANFORD,ON,BAR/TAVERN,0.500001,0,0,0,0,0,0.500001,1,3,3,0.04166675,185.9396281
CT,44798,WINSTED,ON,RESTAURANT,0.500001,0.500001,0.166667,0,0,0,1.166669,1,3,3,0.097222417,210.7967213
CT,22974,BRISTOL,ON,RECREATION/ ENTERTAINMENT,0.500001,0,0,0,0,0,0.500001,1,3,2,0.04166675,185.9396281
CT,35503,HARTFORD,ON,RESTAURANT,0.500001,0,0.166667,0,0,0,0.666668,1,4,4,0.055555667,215.9395681
CT,43323,TORRINGTON,ON,RESTAURANT,0.500001,0,0,0,0,0,0.500001,1,3,3,0.04166675,193.9396121
CT,88162,ROCKY HILL,OFF,LIQUOR/PACKAGE STORE,0.5,0.5,0,0,0,0,1,1,1,1,0.083333333,188.94
CT,40110,PAWCATUCK,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,1,1,0.041666667,197.94
CT,54970,MERIDEN,OFF,LIQUOR/PACKAGE STORE,0.5,1,0,0,0,0,1.5,1,2,2,0.125,193.94
CT,40810,ROCKY HILL,OFF,LIQUOR/PACKAGE STORE,0.5,1.166666,0.333333,0,0,0,1.999999,1,4,4,0.166666583,213.4401067
CT,13514,HARTFORD,ON,RESTAURANT,0.5,0.166667,0,0,0,0,0.666667,1,3,3,0.055555583,196.4399018
CT,96431,COLUMBIA,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,1,1,0.041666667,185.94
CT,73212,MADISON,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,2,1,0.041666667,185.94
CT,46072,SHELTON,OFF,LIQUOR/PACKAGE STORE,0.5,1.000001,0.5,0.333333,0,0,2.333334,1,7,3,0.1944445,234.7970758
CT,53805,DANBURY,OFF,LIQUOR/PACKAGE STORE,0.5,0.5,3,0,0,0.333333,4.333333,1,6,5,0.361111083,272.4784825
CT,22333,DANBURY,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,1,1,0.041666667,185.94
CT,73846,BRIDGEPORT,ON,RESTAURANT,0.5,0.333334,0.5,0,0,0,1.333334,1,6,5,0.111111167,223.4398883
CT,70296,HAMDEN,ON,RESTAURANT,0.5,0,0,0,0,0,0.5,1,2,2,0.041666667,189.94
CT,43501,CROMWELL,OFF,LIQUOR/PACKAGE STORE,0.5,0.5,0,0,0,0,1,1,1,1,0.083333333,188.94
CT,11711,WEST HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,2,2,0.041666667,185.94
CT,26830,MERIDEN,OFF,LIQUOR/PACKAGE STORE,0.5,1.666666,0.333333,0,0,0,2.499999,1,6,5,0.20833325,209.1400837
CT,16780,MILFORD,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0.166667,0,0.666667,1,3,3,0.055555583,230.9398845
CT,56511,BRISTOL,OFF,LIQUOR/PACKAGE STORE,0.5,0,0.166667,0,0,0,0.666667,1,3,3,0.055555583,209.939895
CT,54993,NAUGATUCK,OFF,LIQUOR/PACKAGE STORE,0.5,0.5,0,0,0,0,1,1,1,1,0.083333333,194.94
CT,62136,STRATFORD,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,2,2,0.041666667,185.94
CT,49095,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,2,2,0.041666667,189.94
CT,90642,DANBURY,OFF,LIQUOR/PACKAGE STORE,0.5,0.5,0.5,0,0,0,1.5,1,1,1,0.125,223.94
CT,98262,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.5,0,0.5,0,0,0,1,1,1,1,0.083333333,227.94
CT,80800,HAMDEN,ON,RESTAURANT,0.5,0,0,0,0,0,0.5,1,1,1,0.041666667,185.94
CT,54178,SHELTON,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,1,1,0.041666667,185.94
CT,32669,NEW CANAAN,ON,RESTAURANT,0.5,0,0,0,0,0,0.5,1,2,1,0.041666667,185.94
CT,59246,NAUGATUCK,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,2,2,0.041666667,185.94
CT,58717,ENFIELD,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,2,1,0.041666667,197.94
CT,81190,HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.5,0,0,0,0,0,0.5,1,1,1,0.041666667,185.94
CT,26268,NEWINGTON,OFF,LIQUOR/PACKAGE STORE,0.5,0.333333,0.5,0,0,0,1.333333,1,3,3,0.111111083,220.4400551
CT,95826,HARTFORD,ON,RESTAURANT,0.333334,1,0.333334,0,0,0,1.666668,1,4,4,0.138889,215.9398272
CT,20170,ESSEX,OFF,LIQUOR/PACKAGE STORE,0.333334,0,0,0,0,0,0.333334,1,2,2,0.027777833,185.9396281
CT,93024,BRIDGEPORT,ON,BAR/TAVERN,0.333334,0,0,0,0,0,0.333334,1,2,2,0.027777833,185.9396281
CT,30557,NORWALK,ON,RESTAURANT,0.333334,0,0,0,0,0,0.333334,1,2,2,0.027777833,191.9396161
CT,77014,BRIDGEPORT,ON,BAR/TAVERN,0.333334,0,0,0,0,0,0.333334,1,2,2,0.027777833,185.9396281
CT,61242,NEW CANAAN,ON,RESTAURANT,0.333334,0.166667,0.333334,0,0,0,0.833335,1,3,3,0.069444583,227.9395441
CT,58514,TORRINGTON,OFF,LIQUOR/PACKAGE STORE,0.333334,0.166667,0.166667,0,0,0,0.666668,1,3,2,0.055555667,214.4395711
CT,22195,OLD SAYBROOK,OFF,LIQUOR/PACKAGE STORE,0.333334,0,0,0,0,0,0.333334,1,2,2,0.027777833,197.9396041
CT,18687,ROXBURY,OFF,LIQUOR/PACKAGE STORE,0.333334,0.833335,0.333333,0,0,0,1.500002,1,7,5,0.125000167,225.273033
CT,22710,SOUTH GLASTONBURY,ON,RESTAURANT,0.333334,1.333336,0.166667,0,0,0,1.833337,1,9,7,0.152778083,208.8486732
CT,68893,TOLLAND,OFF,LIQUOR/PACKAGE STORE,0.333334,0.166667,0.166667,0,0,0,0.666668,1,3,2,0.055555667,214.4395711
CT,28659,PROSPECT,ON,RESTAURANT,0.333334,0,0,0,0,0,0.333334,1,2,2,0.027777833,185.9396281
CT,31547,MIDDLETOWN,OFF,LIQUOR/PACKAGE STORE,0.333334,0,0,0,0,0,0.333334,1,2,2,0.027777833,185.9396281
CT,22521,NAUGATUCK,OFF,LIQUOR/PACKAGE STORE,0.333334,0.166667,0,0,0,0,0.500001,1,3,3,0.04166675,187.9396241
CT,37923,NORWALK,OFF,LIQUOR/PACKAGE STORE,0.333334,0.166667,0.333334,0,0,0,0.833335,1,3,3,0.069444583,225.5395489
CT,55120,NORWALK,ON,RESTAURANT,0.333334,0.166667,0.166667,0,0,0,0.666668,1,2,2,0.055555667,214.4395711
CT,17031,WALLINGFORD,OFF,LIQUOR/PACKAGE STORE,0.333334,0.500001,0.333333,0,0,0,1.166668,1,5,4,0.097222333,221.0826045
CT,99305,SOUTH GLASTONBURY,OFF,LIQUOR/PACKAGE STORE,0.333334,0.166667,0.500001,0,0,0,1.000002,1,6,4,0.0833335,234.9395301
CT,88145,TRUMBULL,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.166667,0.166667,0.166667,0,1.166667,1,3,3,0.09722225,249.3685002
CT,77230,WEST HAVEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.833333,0,0,0,0,1.166666,1,2,2,0.097222167,198.7972565
CT,13553,BERLIN,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,197.9401979
CT,90825,RIDGEFIELD,ON,RESTAURANT,0.333333,0.333333,0,0,0,0,0.666666,1,1,1,0.0555555,188.9401889
CT,19355,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0.166667,0,0,0,0.5,1,1,1,0.041666667,217.94
CT,69979,HARTFORD,ON,RESTAURANT,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,35450,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.5,0,0,0,0,0.833333,1,2,2,0.069444417,191.9400768
CT,52081,MILFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,32587,PLAINVILLE,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0,0,0,0,0.666666,1,2,2,0.0555555,188.9401889
CT,92100,HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0,0,0,0,0.666666,1,2,2,0.0555555,194.9401949
CT,47266,EAST HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0.166667,0,0,0,0.833333,1,1,1,0.069444417,205.1400821
CT,73776,BRANFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,19948,EAST HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,52290,NEW LONDON,OFF,LIQUOR/PACKAGE STORE,0.333333,0.166667,0,0,0,0,0.5,1,1,1,0.041666667,191.94
CT,84379,WEST HAVEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,33556,MILFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,42437,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.5,0,0,0,0,0.833333,1,1,1,0.069444417,196.7400787
CT,36926,HAMDEN,ON,RESTAURANT,0.333333,0.166667,0.166667,0,0,0,0.666667,1,2,2,0.055555583,214.4398928
CT,88890,GROTON,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,50019,NORWALK,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,84786,BETHEL,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0,0,0,0,0.666666,1,1,1,0.0555555,194.9401949
CT,42250,STAMFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,99897,NORWICH,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,197.9401979
CT,28428,MERIDEN,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0,0,0,0,0.666666,1,1,1,0.0555555,188.9401889
CT,11767,NEWINGTON,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,84570,WOLCOTT,OFF,LIQUOR/PACKAGE STORE,0.333333,0.333333,0,0,0,0,0.666666,1,1,1,0.0555555,188.9401889
CT,58649,BRISTOL,OFF,LIQUOR/PACKAGE STORE,0.333333,2,2,0,0,0,4.333333,1,3,2,0.361111083,234.8814642
CT,54463,WILTON,ON,RESTAURANT,0.333333,0.333333,0,0,0,0,0.666666,1,1,1,0.0555555,194.9401949
CT,31014,WATERBURY,OFF,LIQUOR/PACKAGE STORE,0.333333,0,0,0,0,0,0.333333,1,1,1,0.02777775,185.9401859
CT,85203,OXFORD,OFF,LIQUOR/PACKAGE STORE,0.333333,0.166667,0,0,0,0,0.5,1,2,2,0.041666667,191.94
CT,79691,NEW MILFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0.166667,0,0,0,0.333334,1,1,1,0.027777833,227.9395441
CT,76206,WALLINGFORD,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,56955,BOLTON,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,197.9396041
CT,85043,BRIDGEPORT,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0.166667,0,0,0,0.333334,1,1,1,0.027777833,227.9395441
CT,54096,BRANFORD,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,2,1,0.027777833,194.9396101
CT,14654,EAST WINDSOR,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,74356,DANBURY,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,69047,SIMSBURY,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,12829,EAST HADDAM,OFF,LIQUOR/PACKAGE STORE,0.166667,0.333334,0.166667,0,0,0,0.666668,1,2,2,0.055555667,212.9395741
CT,56438,CHESHIRE,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,33577,STAMFORD,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,2,2,0.027777833,206.9395861
CT,69150,ENFIELD,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,78645,REDDING,ON,RESTAURANT,0.166667,0.666667,0.500001,0,0,0,1.333335,1,4,3,0.11111125,232.4397095
CT,61356,RIDGEFIELD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,223.9395521
CT,11145,ANSONIA,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,188.9396221
CT,28539,ROCKY HILL,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,188.9396221
CT,85057,STRATFORD,ON,RECREATION/ ENTERTAINMENT,0.166667,0.166667,0.166667,0.166667,0,0.166667,0.833335,1,1,1,0.069444583,0
CT,70400,SHELTON,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,197.9396041
CT,40680,NORWALK,ON,RESTAURANT,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,223.9395521
CT,60048,HARTFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,197.9396041
CT,54901,MILFORD,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,2,1,0.027777833,194.9396101
CT,78317,WALLINGFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,206.9395861
CT,87176,PAWCATUCK,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,197.9396041
CT,17077,NEW MILFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,197.9396041
CT,94497,HAMDEN,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0,0,0,0,0.333334,1,2,2,0.027777833,194.9396101
CT,85425,MADISON,ON,RESTAURANT,0.166667,1,0.166667,0,0,0.333333,1.666667,1,4,3,0.138888917,284.3399431
CT,55749,STORRS MANSFIELD,ON,RESTAURANT,0.166667,0,0.166667,0,0,0,0.333334,1,1,1,0.027777833,227.9395441
CT,18086,NEW HAVEN,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,63386,GROTON,OFF,LIQUOR/PACKAGE STORE,0.166667,0.333334,0,0,0,0,0.500001,1,3,3,0.04166675,193.9396121
CT,16864,COLCHESTER,ON,RESTAURANT,0.166667,2.666668,2.333335,0,0,0,5.16667,1,15,10,0.430555833,236.6495247
CT,88650,NORTH HAVEN,ON,BAR/TAVERN,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,194.9396101
CT,30357,GLASTONBURY,ON,BAR/TAVERN,0.166667,0,0.166667,0,0,0.166667,0.500001,1,1,1,0.04166675,333.9393321
CT,69595,GLASTONBURY,OFF,LIQUOR/PACKAGE STORE,0.166667,0.500001,0,0,0,0,0.666668,1,3,3,0.055555667,205.4395891
CT,46651,NEWINGTON,ON,BAR/TAVERN,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,27777,BRIDGEWATER,ON,RESTAURANT,0.166667,0.333333,0,0,0,0,0.5,1,2,2,0.041666667,205.94
CT,86147,STAMFORD,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,194.9396101
CT,40781,WILLIMANTIC,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,194.9396101
CT,76448,DEEP RIVER,ON,BAR/TAVERN,0.166667,0,0.166667,0,0,0,0.333334,1,2,2,0.027777833,239.9395201
CT,72946,WALLINGFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,58550,TORRINGTON,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,89795,GUILFORD,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,40707,ASHFORD,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,197.9396041
CT,47302,EAST HAVEN,ON,BAR/TAVERN,0.166667,0.5,0,0,0,0,0.666667,1,2,2,0.055555583,196.4399018
CT,18969,NORWALK,ON,RESTAURANT,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,47006,OLD SAYBROOK,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.166667,0.166667,0,0,0.666668,1,1,1,0.055555667,245.9395081
CT,39150,OLD SAYBROOK,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,54309,NEW MILFORD,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,194.9396101
CT,34680,COLCHESTER,ON,RESTAURANT,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,223.9395521
CT,19082,NORTH HAVEN,ON,BAR/TAVERN,0.166667,0.333334,0.166667,0,0,0,0.666668,1,2,1,0.055555667,218.9395621
CT,18545,OLD SAYBROOK,ON,RESTAURANT,0.166667,1.000001,0,0,0,0,1.166668,1,6,4,0.097222333,199.6540575
CT,60429,NORTH HAVEN,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,223.9395521
CT,21710,BLOOMFIELD,ON,RESTAURANT,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,188.9396221
CT,45789,WESTPORT,ON,BAR/TAVERN,0.166667,0.166667,0.166667,0,0,0,0.500001,1,1,1,0.04166675,223.9395521
CT,74892,NEW HAVEN,ON,RESTAURANT,0.166667,4,0.166667,0,0,0,4.333334,1,3,3,0.361111167,197.4968927
CT,57565,ANSONIA,OFF,LIQUOR/PACKAGE STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,79724,NORWICH,OFF,LIQUOR/PACKAGE STORE,0.166667,0.166667,0,0,0,0,0.333334,1,1,1,0.027777833,188.9396221
CT,74022,BRISTOL,OFF,SMALL GROCERY STORE,0.166667,0,0,0,0,0,0.166667,1,1,1,0.013888917,185.9396281
CT,55030,NEW LONDON,OFF,LIQUOR/PACKAGE STORE,0,0.166667,0.166667,0,0,0,0.333334,1,1,1,0.027777833,236.9395261
CT,18319,BERLIN,ON,RECREATION/ ENTERTAINMENT,0,0.333333,0,0,0,0,0.333333,1,1,1,0.02777775,203.9402039
CT,66605,BURLINGTON,OFF,LIQUOR/PACKAGE STORE,0,1.499999,0,0,0,0,1.499999,1,5,5,0.124999917,201.2734675
CT,63706,MADISON,OFF,LIQUOR/PACKAGE STORE,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,215.9395681
CT,37303,EAST LYME,ON,RESTAURANT,0,0,0,0.166667,0,0.166667,0.333334,1,2,2,0.027777833,443.9391121
CT,69617,PORTLAND,ON,BAR/TAVERN,0,0,0.166667,0,0,0,0.166667,1,1,1,0.013888917,257.9394841
CT,39312,MYSTIC,ON,CONCESSIONAIRE,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,203.9395921
CT,96586,EAST HARTLAND,ON,RESTAURANT,0,0,0.166667,0,0,0.166667,0.333334,1,1,1,0.027777833,407.9391841
CT,89311,HARTFORD,OFF,LIQUOR/PACKAGE STORE,0,0,0.5,0,0,0,0.5,1,1,1,0.041666667,257.94
CT,46727,REDDING,OFF,LIQUOR/PACKAGE STORE,0,0,0.166667,0,0,0,0.166667,1,1,1,0.013888917,269.9394601
CT,75989,BROOKFIELD,ON,RESTAURANT,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,203.9395921
CT,60296,UNIONVILLE,ON,RESTAURANT,0,0,0.166667,0,0,0,0.166667,1,1,1,0.013888917,281.9394361
CT,24056,BRANFORD,ON,RESTAURANT,0,0.500001,0,0,0,0,0.500001,1,3,3,0.04166675,211.9395761
CT,25042,GREENWICH,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,1,1,1,1,1,0.083333333,545.94
CT,90891,WEST HARTFORD,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,0,0,1,1,1,0,0
CT,86524,GROTON,ON,RESTAURANT,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,215.9395681
CT,13552,NEW HAVEN,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,0.166667,0.166667,1,1,1,0.013888917,545.9389081
CT,73486,REDDING,ON,RESTAURANT,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,203.9395921
CT,79907,EAST HAMPTON,ON,RESTAURANT,0,0,0.5,0,0,0,0.5,1,2,2,0.041666667,273.94
CT,60008,NEW MILFORD,ON,RESTAURANT,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,203.9395921
CT,58926,MYSTIC,ON,RESTAURANT,0,0,1.833336,0,0,0,1.833336,1,10,6,0.152778,268.8486999
CT,92502,FAIRFIELD,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,0.333333,0.333333,1,2,2,0.02777775,545.9405459
CT,28136,NEW HAVEN,ON,BAR/TAVERN,0,2.999999,0,0,0,0,2.999999,1,4,3,0.249999917,195.6200652
CT,30179,BERLIN,ON,BAR/TAVERN,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,203.9395921
CT,29197,MANCHESTER,ON,RESTAURANT,0,0.333334,0.500001,0,0,0,0.833335,1,3,2,0.069444583,245.9395081
CT,46626,WILLIMANTIC,ON,RESTAURANT,0,0,0.666668,0,0,0,0.666668,1,4,4,0.055555667,278.9394421
CT,24227,NEW HAVEN,ON,HOTEL/ MOTEL,0,1.666666,0,0,0,0,1.666666,1,4,4,0.138888833,205.1400821
CT,66460,STAMFORD,OFF,LIQUOR/PACKAGE STORE,0,0,4.666666,0,0,0.166667,4.833333,1,5,4,0.40277775,279.88744
CT,49666,WEST SUFFIELD,OFF,LIQUOR/PACKAGE STORE,0,0,0.333333,0,0,0,0.333333,1,1,1,0.02777775,257.9402579
CT,24469,DERBY,ON,BAR/TAVERN,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,215.9395681
CT,14030,HEBRON,OFF,LIQUOR/PACKAGE STORE,0,0.666666,0,0,0,0,0.666666,1,2,2,0.0555555,197.9401979
CT,75088,GREENWICH,OFF,LIQUOR/PACKAGE STORE,0,0,0,0.333333,0,0,0.333333,1,1,1,0.02777775,341.9403419
CT,63675,OLD SAYBROOK,ON,RESTAURANT,0,3.499998,0.333334,0,0,0,3.833332,1,12,8,0.319444333,215.9400751
CT,95857,NEW BRITAIN,OFF,LIQUOR/PACKAGE STORE,0,-0.166667,0,0,0,-0.166667,-0.333334,0,0,0,-1,-374.9392501
CT,11690,STAMFORD,OFF,LIQUOR/PACKAGE STORE,0,0,0,0,0,0.166667,0.166667,1,1,1,0.013888917,545.9389081
CT,79469,WEST HAVEN,ON,RESTAURANT,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,191.9396161
CT,48128,MIDDLETOWN,ON,BAR/TAVERN,0,1.000001,0,0,0,0,1.000001,1,5,5,0.083333417,211.9397881
CT,87515,GROTON,OFF,LIQUOR/PACKAGE STORE,0,0.833334,0,0,0,0,0.833334,1,4,3,0.0694445,201.5398388
CT,54562,TORRINGTON,OFF,LIQUOR/PACKAGE STORE,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,215.9395681
CT,66780,WINSTED,OFF,LIQUOR/PACKAGE STORE,0,0,0.5,0,0,0,0.5,1,1,1,0.041666667,257.94
CT,88491,ENFIELD,OFF,LIQUOR/PACKAGE STORE,0,0.5,0,0,0,0,0.5,1,1,1,0.041666667,215.94
CT,57397,EAST HARTFORD,ON,RESTAURANT,0,0,1.166667,0,0,0,1.166667,1,3,2,0.09722225,271.6542081
CT,24932,WILTON,ON,RESTAURANT,0,0.166667,0,0,0,0,0.166667,1,1,1,0.013888917,203.9395921
CT,65088,CHESHIRE,OFF,LIQUOR/PACKAGE STORE,0,0,0.833334,0,0,0,0.833334,1,4,3,0.0694445,257.9397936
CT,18077,NEW HAVEN,ON,BAR/TAVERN,0,0.333333,0,0.333333,0,0,0.666666,1,1,1,0.0555555,272.9402729
CT,55434,NEW HAVEN,ON,RESTAURANT,0,0,0.833335,0,0,0,0.833335,1,5,4,0.069444583,272.3394553
